date,site,latitude,longitude,co,nox,no2,o3,so2,pm10,pm25
2018-05-03 18:00:00,Barnsley Gawber,53.56292,-1.510436,,39.62407,37.33952,41.95959,3.67848,,
2017-09-12 14:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,242.28935,91.54383,,,22.499,
2015-10-02 11:00:00,Blackburn Accrington Road,53.747763,-2.45268,,64.24231,41.07715,,,,
2021-12-10 16:00:00,Ballymena Ballykeel,54.861595,-6.250873,,6.99259,5.8064,,0.5618,,
2018-03-11 18:00:00,Billingham,54.60537,-1.275039,,22.79248,19.88187,,,,
2020-10-10 10:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,95.02667,31.09764,,,,
2022-10-08 13:00:00,Ballymena Antrim Road,54.851491,-6.274961,,25.06819,9.87758,,,,
2019-09-12 18:00:00,Billingham,54.60537,-1.275039,,79.13915,47.94097,,,,
2022-03-12 11:00:00,Aberdeen Erroll Park,57.1574,-2.09477,,50.77233,32.16399,21.55356,,8.2,3.609
2021-06-02 17:00:00,Birkenhead Borough Road,53.388624,-3.024942,,51.12888,32.91847,,,,
2022-03-06 20:00:00,Billingham,54.60537,-1.275039,,2.90058,2.18684,,,,
2018-02-12 19:00:00,Birkenhead Borough Road,53.388624,-3.024942,,23.45514,17.70229,,,,
2019-08-01 12:00:00,Aston Hill,52.50385,-3.034178,,1.48941,0.95159,70.94714,,,
2017-10-06 02:00:00,Armagh Roadside,54.353728,-6.654558,,3.45015,1.52235,,,2.6,
2018-01-06 02:00:00,Birkenhead Borough Road,53.388624,-3.024942,,33.70628,33.43744,,,,
2017-02-03 22:00:00,Belfast Centre,54.59965,-5.928833,0.123405,30.79651,29.83261,39.51486,1.1362,10.23,9.7
2020-12-08 20:00:00,Billingham,54.60537,-1.275039,,11.03953,10.10989,,,,
2023-01-08 23:00:00,Aberdeen Erroll Park,57.1574,-2.09477,,7.47443,5.47822,69.69982,,8.55,4.009
2020-11-05 22:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,17.30342,11.13886,,,36.716,
2022-07-07 21:00:00,Billingham,54.60537,-1.275039,,7.10681,5.888,,,,
2022-07-02 16:00:00,Bath A4 Roadside,51.390922,-2.35503,,72.90096,39.18784,,,,
2016-08-07 16:00:00,Blackburn Accrington Road,53.747763,-2.45268,,,,,,,
2017-09-07 23:00:00,Blackburn Accrington Road,53.747763,-2.45268,,27.38074,24.50563,,,,
2020-06-12 18:00:00,Billingham,54.60537,-1.275039,,25.9063,23.03364,,,,
2018-11-01 06:00:00,Aston Hill,52.50385,-3.034178,,3.89182,3.48574,53.02735,,,
2022-02-02 17:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,70.14878,42.67383,39.11572,,16.375,6.25
2020-01-06 21:00:00,Birmingham Ladywood,52.481346,-1.918235,,12.06697,11.53524,79.72822,0.83975,17.375,5.472
2018-05-12 01:00:00,Blackburn Accrington Road,53.747763,-2.45268,,34.74283,31.16636,,,,
2019-08-07 14:00:00,Birkenhead Borough Road,53.388624,-3.024942,,51.47644,35.08227,,,,
2021-02-03 03:00:00,Barnsley Gawber,53.56292,-1.510436,,7.94279,7.25353,40.66239,0.72286,,
2018-09-11 12:00:00,Ballymena Ballykeel,54.861595,-6.250873,,19.65022,12.9667,,0.69664,,
2023-07-06 20:00:00,Birmingham Ladywood,52.481346,-1.918235,,14.17949,13.68121,72.14456,0.42502,15.4,7.783
2023-11-09 11:00:00,Aston Hill,52.50385,-3.034178,,3.04028,1.54395,54.23315,,,
2017-12-11 05:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,19.9653,7.62967,,,,
2023-12-06 12:00:00,Ballymena Antrim Road,54.851491,-6.274961,,33.80608,17.2798,,,,
2022-11-07 04:00:00,Aberdeen Erroll Park,57.1574,-2.09477,,12.83133,9.47145,35.18354,,8.325,5.0
2023-01-09 15:00:00,Billingham,54.60537,-1.275039,,18.75669,15.1436,,,,
2020-10-12 09:00:00,Armagh Roadside,54.353728,-6.654558,,187.68526,48.68177,,,16.425,
2022-05-01 21:00:00,Blackburn Accrington Road,53.747763,-2.45268,,300.05524,78.47814,,,,
2022-01-06 19:00:00,Ballymena Ballykeel,54.861595,-6.250873,,21.12437,16.63111,,0.7633,,
2018-11-12 14:00:00,Aston Hill,52.50385,-3.034178,,11.19864,10.4958,42.85766,,,
2020-07-08 21:00:00,Ballymena Ballykeel,54.861595,-6.250873,,69.57526,34.68198,,0.83108,,
2018-05-01 16:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,234.35775,86.28321,2.89377,,17.135,14.82
2020-10-10 12:00:00,Belfast Centre,54.59965,-5.928833,0.050906,10.34524,8.23004,58.07487,1.09844,4.15,2.429
2023-11-07 07:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,149.57747,56.408,,,19.324,
2018-10-08 21:00:00,Ballymena Ballykeel,54.861595,-6.250873,,57.86548,39.2726,,0.80338,,
2023-09-04 22:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,10.38339,7.91706,,,,
2019-01-05 16:00:00,Armagh Roadside,54.353728,-6.654558,,85.0013,31.61703,,,12.7,
2018-02-06 11:00:00,Armagh Roadside,54.353728,-6.654558,,54.77258,21.3909,,,29.5,
2021-02-10 09:00:00,Armagh Roadside,54.353728,-6.654558,,58.00047,26.50016,,,6.763,
2021-02-01 05:00:00,Bath A4 Roadside,51.390922,-2.35503,,17.99354,9.87702,,,,
2022-07-06 11:00:00,Blackburn Accrington Road,53.747763,-2.45268,,,,,,,
2017-11-11 18:00:00,Billingham,54.60537,-1.275039,,78.03971,56.99428,,,,
2018-05-08 00:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,68.78508,30.875,,,,
2020-02-11 07:00:00,Birmingham Ladywood,52.481346,-1.918235,,7.699,6.10767,58.33727,0.44516,1.775,0.896
2018-04-07 15:00:00,Ballymena Antrim Road,54.851491,-6.274961,,55.546,33.23482,,,,
2020-01-09 08:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,43.82511,19.10307,,,,
2021-03-09 14:00:00,Billingham,54.60537,-1.275039,,10.30694,7.98513,,,,
2023-11-09 18:00:00,Birkenhead Borough Road,53.388624,-3.024942,,19.17369,17.36767,,,,
2018-09-09 01:00:00,Birkenhead Borough Road,53.388624,-3.024942,,6.52113,4.65011,,,,
2017-08-01 16:00:00,Barnsley Gawber,53.56292,-1.510436,,55.40273,42.59377,16.86367,2.56777,,
2016-01-03 21:00:00,Ballymena Ballykeel,54.861595,-6.250873,,,,,1.9052,,
2018-07-02 00:00:00,Armagh Roadside,54.353728,-6.654558,,11.96191,5.97388,,,7.2,
2016-08-12 22:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,388.98146,84.33599,,,47.106,
2016-07-05 17:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,51.35302,32.4207,,,,
2018-06-04 02:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,53.30101,28.57213,,,,
2021-11-04 18:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,26.10317,17.7028,,,,
2020-09-11 20:00:00,Birkenhead Borough Road,53.388624,-3.024942,,48.1386,32.43091,,,,
2023-07-03 10:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,49.24551,24.30135,,,,
2020-01-07 21:00:00,Birmingham Ladywood,52.481346,-1.918235,,12.34213,10.93524,35.62325,0.25621,5.75,2.901
2021-04-11 11:00:00,Bath A4 Roadside,51.390922,-2.35503,,97.96161,40.41437,,,,
2022-07-01 06:00:00,Ballymena Antrim Road,54.851491,-6.274961,,32.67405,13.40109,,,,
2020-11-05 05:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,26.9053,21.36377,45.95099,,9.8,4.458
2021-05-04 13:00:00,Billingham,54.60537,-1.275039,,4.75861,2.64232,,,,
2019-07-02 07:00:00,Barnsley Gawber,53.56292,-1.510436,,14.25223,11.44619,53.98369,0.58759,,
2023-04-06 07:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,28.314,16.52782,,,21.45,
2017-10-04 11:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,119.42224,50.70229,,,18.216,
2021-11-02 11:00:00,Belfast Centre,54.59965,-5.928833,,25.75539,18.30819,68.25895,1.08922,18.075,5.825
2015-05-05 18:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,78.4388,34.07071,,,10.691,
2022-05-07 03:00:00,Ballymena Ballykeel,54.861595,-6.250873,,2.20076,1.27841,,0.31084,,
2020-03-03 00:00:00,Blackburn Accrington Road,53.747763,-2.45268,,8.44371,6.72246,,,,
2017-03-07 11:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,262.77941,95.9657,,,19.241,
2020-04-06 11:00:00,Birmingham Ladywood,52.481346,-1.918235,,14.89856,10.64416,58.17466,0.2584,11.15,5.259
2022-02-01 19:00:00,Ballymena Antrim Road,54.851491,-6.274961,,,,,,,
2022-12-09 11:00:00,Ballymena Ballykeel,54.861595,-6.250873,,2.87177,1.58941,,0.71478,,
2017-05-02 03:00:00,Aston Hill,52.50385,-3.034178,,2.62577,2.27669,62.81466,,,
2020-02-04 13:00:00,Billingham,54.60537,-1.275039,,8.73356,5.74248,,,,
2017-12-05 03:00:00,Billingham,54.60537,-1.275039,,10.40543,9.64569,,,,
2020-07-08 03:00:00,Belfast Centre,54.59965,-5.928833,0.034078,7.91503,6.80953,31.98109,0.79641,3.875,1.58
2022-04-02 12:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,60.23699,32.11598,60.66928,,24.25,7.618
2019-12-08 21:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,83.18328,36.23332,,,,
2022-03-08 09:00:00,Bath A4 Roadside,51.390922,-2.35503,,32.56612,11.23654,,,,
2019-03-06 15:00:00,Aston Hill,52.50385,-3.034178,,1.69794,1.43041,67.55445,,,
2018-08-06 20:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,63.60447,36.63,,,,
2019-02-05 18:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,61.43204,33.07688,,,,
2021-04-04 09:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,35.8859,13.94081,,,16.425,
2023-11-01 03:00:00,Billingham,54.60537,-1.275039,,0.35726,0.18075,,,,
2021-07-12 14:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,22.1939,12.46275,,,,
2022-05-05 00:00:00,Birmingham Ladywood,52.481346,-1.918235,,,,43.17364,0.41181,11.5,7.689
2022-08-03 07:00:00,Bath A4 Roadside,51.390922,-2.35503,,57.95147,30.35023,,,,
2023-04-03 15:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,49.19965,28.03328,51.53895,,18.35,11.698
2023-02-10 06:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,121.2525,52.4025,1.19742,,16.1,9.057
2017-11-08 21:00:00,Billingham,54.60537,-1.275039,,4.79967,4.43161,,,,
2016-10-10 09:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,387.52079,76.56789,,,,
2017-10-03 12:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,72.13759,34.06402,,,,
2017-03-06 17:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,134.69116,56.58705,,,14.558,
2020-03-08 00:00:00,Ballymena Antrim Road,54.851491,-6.274961,,13.97908,9.41708,,,,
2022-12-06 06:00:00,Birkenhead Borough Road,53.388624,-3.024942,,3.98677,2.0967,,,,
2021-09-05 21:00:00,Blackburn Accrington Road,53.747763,-2.45268,,26.71115,18.30256,,,,
2023-08-08 21:00:00,Aberdeen Erroll Park,57.1574,-2.09477,,8.08899,5.70799,60.66928,,3.35,1.392
2020-01-07 01:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,,,21.9527,,4.575,3.42
2017-05-11 16:00:00,Armagh Roadside,54.353728,-6.654558,,150.40201,45.68337,,,26.7,
2018-09-07 19:00:00,Armagh Roadside,54.353728,-6.654558,,8.60081,3.5235,,,5.9,
2023-04-08 05:00:00,Birkenhead Borough Road,53.388624,-3.024942,,4.05622,3.31464,,,,
2019-12-02 18:00:00,Ballymena Antrim Road,54.851491,-6.274961,,146.63223,63.25311,,,,
2022-05-08 07:00:00,Blackburn Accrington Road,53.747763,-2.45268,,35.22334,18.44338,,,,
2016-06-05 09:00:00,Ballymena Ballykeel,54.861595,-6.250873,,17.15513,10.70904,,0.66789,,
2015-07-12 19:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,60.28487,30.45704,,,28.599,
2018-08-09 05:00:00,Birmingham Ladywood,52.481346,-1.918235,,,,,,,6.4
2019-07-10 10:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,160.38627,29.86234,,,,
2021-07-03 03:00:00,Barnsley Gawber,53.56292,-1.510436,,,,35.87271,0.72316,,
2019-11-07 10:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,237.90819,60.30461,,,,
2020-11-12 20:00:00,Aston Hill,52.50385,-3.034178,,1.70338,1.38252,62.76477,,,
2017-01-11 16:00:00,Armagh Roadside,54.353728,-6.654558,,192.64831,58.33626,,,41.9,
2018-02-10 00:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,7.64343,4.37809,,,2.5,
2020-08-10 12:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,142.34782,38.44949,,,,
2015-01-10 22:00:00,Aston Hill,52.50385,-3.034178,,16.46663,15.59692,43.69436,,,
2021-04-05 21:00:00,Armagh Roadside,54.353728,-6.654558,,25.92539,15.53721,,,14.493,
2022-02-10 03:00:00,Birmingham Ladywood,52.481346,-1.918235,,5.38847,5.10888,39.52374,,9.7,4.788
2019-05-09 05:00:00,Billingham,54.60537,-1.275039,,36.51236,24.07009,,,,
2019-08-01 05:00:00,Armagh Roadside,54.353728,-6.654558,,61.7617,21.90207,,,10.4,
2015-06-03 15:00:00,Aston Hill,52.50385,-3.034178,,2.19268,1.74229,86.61338,,,
2022-01-11 19:00:00,Ballymena Ballykeel,54.861595,-6.250873,,,,,0.57456,,
2022-12-06 19:00:00,Ballymena Antrim Road,54.851491,-6.274961,,13.45869,6.21457,,,,
2016-10-06 16:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,161.26917,83.38596,,,33.074,
2020-09-04 01:00:00,Belfast Centre,54.59965,-5.928833,0.061951,,,43.30669,,11.35,7.453
2018-07-02 07:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,254.93304,88.34535,,,13.333,
2016-10-08 10:00:00,Billingham,54.60537,-1.275039,,13.23307,7.40185,,,,
2016-11-10 08:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,440.28141,67.86267,,,,
2023-12-02 17:00:00,Ballymena Ballykeel,54.861595,-6.250873,,27.57297,23.51834,,0.39535,,
2016-03-06 19:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,109.02684,43.9985,,,,
2023-07-04 18:00:00,Ballymena Antrim Road,54.851491,-6.274961,,26.51854,11.95727,,,,
2016-03-06 02:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,32.11088,21.53571,,,14.966,
2018-11-12 14:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,130.82673,54.24148,,,,
2023-05-09 23:00:00,Birkenhead Borough Road,53.388624,-3.024942,,30.87717,30.23207,,,,
2022-12-09 21:00:00,Birmingham Ladywood,52.481346,-1.918235,,13.18536,12.34766,31.54563,0.32918,7.475,5.92
2017-01-10 12:00:00,Aston Hill,52.50385,-3.034178,,1.95446,1.45026,52.62661,,,
2023-01-03 17:00:00,Ballymena Ballykeel,54.861595,-6.250873,,28.16137,19.52957,,0.26333,,
2018-05-09 07:00:00,Birkenhead Borough Road,53.388624,-3.024942,,125.61223,46.95147,,,,
2018-01-05 14:00:00,Belfast Centre,54.59965,-5.928833,0.104677,48.06394,30.34835,56.5781,2.23563,28.4,10.36
2019-06-10 02:00:00,Billingham,54.60537,-1.275039,,14.51742,13.14561,,,,
2019-12-02 02:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,88.67498,42.4167,6.38624,,17.3,13.561
2019-09-08 15:00:00,Ballymena Ballykeel,54.861595,-6.250873,,25.83299,15.44699,,,,
2015-05-04 13:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,42.50292,21.44917,,,,
2022-01-05 01:00:00,Belfast Centre,54.59965,-5.928833,,,,68.45251,0.5174,11.6,9.505
2021-01-07 00:00:00,Ballymena Antrim Road,54.851491,-6.274961,,4.02632,2.76391,,,,
2016-09-03 08:00:00,Ballymena Ballykeel,54.861595,-6.250873,,,,,0.4763,,
2022-10-11 19:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,40.19115,16.43934,,,11.594,
2015-11-01 21:00:00,Billingham,54.60537,-1.275039,,,,,,,
2019-12-04 08:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,133.00914,55.70812,,,28.332,
2019-06-10 23:00:00,Birkenhead Borough Road,53.388624,-3.024942,,8.96474,7.67983,,,,
2018-11-11 10:00:00,Birmingham Ladywood,52.481346,-1.918235,,,,,,3.8,2.0
2020-06-09 12:00:00,Birkenhead Borough Road,53.388624,-3.024942,,11.49097,6.18732,,,,
2021-04-04 08:00:00,Blackburn Accrington Road,53.747763,-2.45268,,11.53482,8.38255,,,,
2023-02-05 05:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,153.3101,55.4675,,,18.551,
2021-07-06 05:00:00,Billingham,54.60537,-1.275039,,38.97427,25.15714,,,,
2023-09-08 05:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,37.22464,16.43031,,,,
2017-02-08 14:00:00,Armagh Roadside,54.353728,-6.654558,,64.35326,22.86206,,,9.5,
2022-12-09 08:00:00,Aston Hill,52.50385,-3.034178,,3.72188,2.71661,50.49121,,,
2018-09-06 13:00:00,Ballymena Ballykeel,54.861595,-6.250873,,9.8654,8.48771,,0.32045,,
2022-02-12 00:00:00,Aberdeen Erroll Park,57.1574,-2.09477,,16.44537,13.78806,23.48274,,11.125,9.057
2022-10-03 05:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,65.21099,44.51437,,,5.797,
2015-01-12 19:00:00,Billingham,54.60537,-1.275039,,9.51803,8.53597,,,,
2020-08-06 00:00:00,Belfast Centre,54.59965,-5.928833,,,,57.34311,,16.65,7.618
2019-09-03 13:00:00,Ballymena Ballykeel,54.861595,-6.250873,,5.12239,3.39323,,2.01184,,
2023-04-03 16:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,91.45936,46.35493,,,,
2021-08-08 16:00:00,Birkenhead Borough Road,53.388624,-3.024942,,10.22352,5.64966,,,,
2017-09-02 13:00:00,Armagh Roadside,54.353728,-6.654558,,41.33295,18.39251,,,16.2,
2020-10-08 18:00:00,Bath A4 Roadside,51.390922,-2.35503,,95.63141,65.28279,,,,
2016-12-08 09:00:00,Aston Hill,52.50385,-3.034178,,1.23261,0.52498,50.79057,,,
2022-10-12 11:00:00,Aberdeen Erroll Park,57.1574,-2.09477,,18.03489,14.30286,60.22025,,5.125,1.675
2017-07-02 05:00:00,Billingham,54.60537,-1.275039,,35.77762,29.09821,,,,
2015-12-04 17:00:00,Barnsley Gawber,53.56292,-1.510436,,14.93997,12.96866,55.231,1.45618,,
2022-10-04 02:00:00,Ballymena Antrim Road,54.851491,-6.274961,,48.74737,29.56611,,,,
2022-03-08 06:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,58.74552,20.55998,17.26281,,9.4,2.193
2019-12-10 03:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,18.15732,9.74267,,,,
2016-07-04 17:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,208.40895,68.98483,,,,
2020-09-09 02:00:00,Aston Hill,52.50385,-3.034178,,1.15966,0.59535,45.75142,,,
2019-04-07 10:00:00,Birkenhead Borough Road,53.388624,-3.024942,,14.03848,7.54143,,,,
2021-01-05 00:00:00,Billingham,54.60537,-1.275039,,7.45578,6.72105,,,,
2018-08-04 18:00:00,Ballymena Ballykeel,54.861595,-6.250873,,32.76214,24.68898,,0.66752,,
2017-03-09 02:00:00,Ballymena Antrim Road,54.851491,-6.274961,,5.34602,2.21659,,,,
2021-01-11 06:00:00,Blackburn Accrington Road,53.747763,-2.45268,,5.05262,3.09686,,,,
2019-08-04 20:00:00,Billingham,54.60537,-1.275039,,19.72716,19.12411,,,,
2022-07-04 11:00:00,Armagh Roadside,54.353728,-6.654558,,40.99932,19.1977,,,20.29,
2018-12-02 01:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,8.00915,4.22447,,,,
2020-12-12 19:00:00,Aston Hill,52.50385,-3.034178,,2.66369,2.28905,62.31573,,,
2022-03-06 06:00:00,Birkenhead Borough Road,53.388624,-3.024942,,28.01039,23.03822,,,,
2021-01-02 21:00:00,Armagh Roadside,54.353728,-6.654558,,13.86056,8.85326,,,11.594,
2020-01-07 08:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,279.51623,56.16557,,,8.696,
2021-07-02 15:00:00,Belfast Centre,54.59965,-5.928833,,12.99182,11.42393,71.18579,0.57519,11.35,5.118
2020-06-03 06:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,90.10502,36.02806,,,,
2018-03-09 11:00:00,Belfast Centre,54.59965,-5.928833,0.054428,12.56104,8.60369,56.77767,0.77128,17.9,6.8
2023-04-03 09:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,228.08257,65.51759,,,,
2022-12-06 09:00:00,Birmingham Ladywood,52.481346,-1.918235,,2.55604,1.28776,75.08821,0.45865,12.725,7.17
2020-12-07 20:00:00,Ballymena Ballykeel,54.861595,-6.250873,,6.01627,4.95521,,,,
2022-06-05 21:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,56.06691,28.53305,23.59915,,7.075,3.703
2023-03-06 01:00:00,Birkenhead Borough Road,53.388624,-3.024942,,23.12801,21.78179,,,,
2016-11-11 16:00:00,Birkenhead Borough Road,53.388624,-3.024942,,88.3838,48.97817,,,,
2022-09-03 10:00:00,Birkenhead Borough Road,53.388624,-3.024942,,16.52685,10.95498,,,,
2021-03-08 03:00:00,Billingham,54.60537,-1.275039,,5.20564,4.50048,,,,
2018-10-09 03:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,5.42654,2.01494,,,,
2022-08-03 01:00:00,Ballymena Ballykeel,54.861595,-6.250873,,6.47073,5.82966,,0.76522,,
2021-02-05 20:00:00,Aston Hill,52.50385,-3.034178,,3.55121,3.38388,78.68047,,,
2018-03-01 04:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,15.09727,12.93438,,,4.167,
2015-05-02 10:00:00,Blackburn Accrington Road,53.747763,-2.45268,,108.89058,56.30974,,,,
2018-05-01 01:00:00,Blackburn Accrington Road,53.747763,-2.45268,,15.27853,13.12527,,,,
2022-09-10 02:00:00,Bath A4 Roadside,51.390922,-2.35503,,18.55491,8.5795,,,,
2021-08-06 20:00:00,Birkenhead Borough Road,53.388624,-3.024942,,11.2104,10.20814,,,,
2015-05-08 17:00:00,Billingham,54.60537,-1.275039,,18.57803,16.33371,,,,
2021-07-11 08:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,8.43965,4.35139,,,,
2023-06-05 11:00:00,Birmingham Ladywood,52.481346,-1.918235,,13.00237,10.28447,65.10971,0.58518,5.825,4.363
2017-06-11 12:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,236.38215,76.5084,,,32.499,
2019-02-11 14:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,170.29653,64.75197,,,,
2017-11-11 01:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,83.75421,37.42035,,,9.166,
2023-12-08 14:00:00,Aberdeen Erroll Park,57.1574,-2.09477,,16.15454,9.89325,71.49595,,17.875,10.094
2023-07-08 03:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,49.0871,32.2686,22.15227,,5.0,2.736
2023-07-07 09:00:00,Birkenhead Borough Road,53.388624,-3.024942,,,,,,,
2017-03-05 21:00:00,Ballymena Ballykeel,54.861595,-6.250873,,13.66386,12.19936,,0.71246,,
2018-08-09 02:00:00,Ballymena Antrim Road,54.851491,-6.274961,,14.45457,10.1796,,,,
2018-09-06 02:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,69.98246,39.51397,,,22.499,
2015-07-10 19:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,191.53066,80.06538,,,27.174,
2019-05-06 21:00:00,Billingham,54.60537,-1.275039,,12.64718,12.05735,,,,
2022-10-09 09:00:00,Billingham,54.60537,-1.275039,,3.51334,2.01754,,,,
2018-08-02 04:00:00,Barnsley Gawber,53.56292,-1.510436,,,,,,,
2020-11-09 08:00:00,Billingham,54.60537,-1.275039,,19.11804,13.93732,,,,
2021-09-12 21:00:00,Armagh Roadside,54.353728,-6.654558,,30.96579,17.22636,,,14.493,
2023-06-01 22:00:00,Ballymena Ballykeel,54.861595,-6.250873,,6.1226,4.18768,,0.72382,,
2015-10-07 06:00:00,Aston Hill,52.50385,-3.034178,,2.83146,1.93928,57.19078,,,
2016-08-08 06:00:00,Blackburn Accrington Road,53.747763,-2.45268,,34.69084,23.21536,,,,
2020-02-11 13:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,418.47947,116.88344,,,17.392,
2022-08-09 17:00:00,Billingham,54.60537,-1.275039,,7.48662,6.7408,,,,
2022-02-07 14:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,105.83194,39.97689,,,8.696,
2021-08-02 18:00:00,Ballymena Ballykeel,54.861595,-6.250873,,16.53323,9.46374,,0.77872,,
2023-05-01 13:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,68.79254,28.07632,,,15.169,
2020-03-12 16:00:00,Birmingham Ladywood,52.481346,-1.918235,,79.79286,61.81717,9.36456,0.35871,3.675,2.311
2022-04-12 05:00:00,Billingham,54.60537,-1.275039,,19.49863,18.22427,,,,
2023-01-03 00:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,13.08894,7.70328,,,,
2018-08-06 13:00:00,Barnsley Gawber,53.56292,-1.510436,,10.43747,8.70207,50.42186,1.01529,,
2021-12-10 09:00:00,Birkenhead Borough Road,53.388624,-3.024942,,25.88326,16.62753,,,,
2019-05-10 21:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,47.09338,33.06738,12.22366,,12.6,8.844
2016-04-04 05:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,461.46139,130.44971,,,,
2021-12-12 02:00:00,Birkenhead Borough Road,53.388624,-3.024942,,,,,,,
2017-12-06 16:00:00,Billingham,54.60537,-1.275039,,11.39133,7.6237,,,,
2018-05-07 02:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,26.94284,11.71673,,,,
2022-02-07 02:00:00,Barnsley Gawber,53.56292,-1.510436,,4.18803,4.13848,54.28304,1.2109,,
2019-09-05 01:00:00,Aston Hill,52.50385,-3.034178,,7.68212,7.26362,45.83458,,,
2022-12-09 10:00:00,Armagh Roadside,54.353728,-6.654558,,62.05576,29.27639,,,,
2017-03-06 10:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,164.92013,70.62528,,,19.849,
2019-08-09 21:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,8.52537,3.73908,,,,
2023-12-05 18:00:00,Birkenhead Borough Road,53.388624,-3.024942,,25.74322,19.22094,,,,
2023-02-07 18:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,69.13708,31.01525,,,8.696,
2015-05-05 12:00:00,Aston Hill,52.50385,-3.034178,,1.60363,1.05474,84.16865,,,
2021-10-08 16:00:00,Ballymena Antrim Road,54.851491,-6.274961,,43.17534,22.33546,,,,
2022-03-12 12:00:00,Bath A4 Roadside,51.390922,-2.35503,,59.84596,24.40044,,,,
